LH1,MO17,PHG35,PHG47,PHJ40,LH123HT,LH82,PH207,PHG39,PHG84,PHZ51,bin,mean
19.7709,18.4832,23.6353,23.8331,0.421,26.0105,3.122,21.3369,30.7095,19.0899,19.7344,4_249,18.7406090909091
36.262,32.7084,22.7264,34.882,16.539,14.3574,2.672,20.9484,20.6114,31.5884,8.664,4_250,21.9963090909091
0,65.23377,67.49177,0,75.16337,19.4341,52.04757,57.72417,49.58547,69.99437,70.68837,4_251,47.9420872727273
2.46,3.141,5.2299,4.629,6.8809,6.278,7.234,5.2299,8.21,6.8809,9.0499,4_252,5.92940909090909
3.012,3.155,1.673,3.012,6.6024,0.875,6.6024,1.673,0.875,6.6024,6.6024,4_253,3.6986
20.706,10.516,14.667,16.252,14.973,0,15.782,13.5712,0,20.3742,20.3742,4_254,13.3832363636364
1.356,0,0,1.356,0,2.99,0,0,2.99,0,0,4_255,0.790181818181818
26.074,3.218,19.9413,24.974,0,15.151,0.0893,0,12.871,21.5593,21.5593,4_256,13.2215636363636
0,0,1.305,0,0,2.597,0,0,2.597,1.305,1.305,4_257,0.828090909090909
0,0,0,0.421,0,0.421,0,0,0,0.421,0,4_258,0.114818181818182
2.28,2.011,0,0,0,26.793,0,0,22.412,9.398,13.425,5_6,6.93809090909091
1.09,1.61,1.09,0,0,0,1.09,1.899,0,2.97,3.126,5_7,1.17045454545455
38.7751,29.8761,0,2.106,0,7.722,0,29.6691,8.148,29.1377,29.4317,5_8,15.8968818181818
0,46.7051,0,0,0,41.4782,0,0,40.8162,59.9321,61.3821,5_9,22.7557909090909
56.7844,124.11884,31.6236,52.12774,69.1399,98.729,48.181,48.4484,105.0938,112.5511,103.41524,5_10,77.2920927272727
79.37178,87.77978,57.9525,89.61478,72.82184,56.30048,84.38078,78.52344,59.61748,54.17952,56.76868,5_11,70.6646418181818
63.3162,55.3511,37.2881,37.422,35.727,26.544,70.8707,70.8027,25.214,45.8951,34.696,5_12,45.7388090909091
64.527,30.475,70.182,40.404,10.025,61.8472,60.688,61.322,63.091,70.973,56.555,5_13,53.6444727272727
113.58219,116.91349,114.1991,40.366,94.0511,109.3551,114.6402,111.7382,109.6891,97.411,95.0039,5_14,101.540852727273
21.3676,82.0989,74.226,67.558,53.76,70.051,17.7766,21.696,69.218,74.2411,74.3621,5_15,56.9413909090909
140.56,152.7395,195.9627,164.7948,105.0201,176.7987,118.5119,129.979,198.5937,105.2542,101.7592,5_16,144.543072727273
20.1178,16.217,28.2352,8.911,21.2245,24.9125,18.9348,20.5438,27.6957,29.7905,26.7425,5_17,22.1204818181818
38.609,27.521,8.417,30.2149,21.517,7.545,38.554,35.352,8.294,33.04775,38.545,5_18,26.1469681818182
51.7544,76.7215,0,64.45085,84.52605,0,43.6934,49.6094,0,81.9182,35.3141,5_19,44.3625363636364
38.815,43.905,0,41.559,35.608,0,31.581,30.581,0,55.534,31.616,5_20,28.109
78.906,66.5064,0,74.394,82.127,0,80.322,74.197,0,71.0684,0.282,5_21,47.9820727272727
60.8507,62.47855,42.22775,20.9621,23.3487,41.18875,60.158,61.3547,40.89075,67.80555,47.07475,5_22,48.0309363636364
73.0994,93.4551,30.3164,49.2843,84.6123,28.2944,69.6074,69.6964,29.9144,102.2875,57.7864,5_23,62.5776363636364
33.2043,67.2067,0,32.9143,72.4423,2.28,31.7493,31.5143,0,73.6477,32.106,5_24,34.2786272727273
91.78095,64.3963,0,59.7039,51.5243,0,84.79795,83.43935,0,66.3792,64.7952,5_25,51.5288318181818
42.198,66.9686,0,11.736,29.402,0,38.443,44.196,0,63.4866,68.8036,5_26,33.2030727272727
40.31,14.696,32.615,30.093,21.557,0,39.453,35.654,0,19.591,52.037,5_27,26.0005454545455
37.71524,14.0989,11.6709,20.6519,13.352,0,29.03124,30.61824,0,14.0989,11.751,5_28,16.6353018181818
93.9848,112.5428,25.1492,76.6198,71.0968,0,88.1938,88.0118,0,113.3526,32.574,5_29,63.7750545454545
44.2175,55.1516,0,28.662,0,0,41.4845,42.2375,0,60.8416,18.3075,5_30,26.4456545454545
27.7589,30.8181,20.0179,47.267,23.4099,0,28.8089,27.5439,0,31.5201,26.8112,5_31,23.9959909090909
80.7055,69.591,68.2424,62.1164,48.0055,0,75.623,68.1345,0,76.7399,75.4685,5_32,56.7842454545455
48.0672,70.431,75.82,31.6087,33.434,21.72,44.8162,45.8362,0.0265,81.274,48.4577,5_33,45.5901363636364
20.642,7.792,33.336,1.263,20.642,15.661,8.086,15.293,0,7.792,4.177,5_34,12.244
47.2697,26.3763,34.4067,22.8223,23.6689,22.157,45.3624,41.6017,0,29.2243,8.6324,5_35,27.4110636363636
7.869,6.719,36.0284,33.2874,8.29,8.29,7.869,8.29,0,5.682,14.4244,5_36,12.4317454545455
65.489,48.8839,39.625,64.575,0,0,65.121,63.563,0,51.1679,44.4526,5_37,40.2615818181818
24.9018,43.0898,18.25695,27.9338,24.9018,23.7818,21.0148,23.6168,0.71,51.9564,22.06155,5_38,25.6568636363636
38.3335,35.253,14.152,18.24,40.053,37.133,34.7205,41.2255,0,33.903,38.2075,5_39,30.111
55.3835,46.105,0,38.344,56.252,56.575,44.828,39.88,0,76.634,60.9385,5_40,43.1763636363636
1.511,1.511,0,1.932,0.421,0.421,1.511,1.511,0,1.511,0.421,5_41,0.977272727272727
84.583,103.9317,0,49.6627,75.317,68.077,83.216,83.262,0,52.134,52.367,5_42,59.3227636363636
0.421,33.0443,0,18.442,36.571,31.992,0.421,0,0,14.5263,3.162,5_43,12.5981454545455
39.0595,41.0294,0,24.0785,28.7655,27.8535,40.1635,38.094,0,31.1835,9.606,5_44,25.4394
0.842,0.421,0,0.842,0,0,0.842,0.842,0,0.842,1.22,5_45,0.531909090909091
111.1695,29.042,16.476,78.5891,88.5071,75.3391,99.6675,96.0115,14.036,106.8685,65.2921,5_46,70.9998545454545
0,24.794,33.446,44.586,36.142,43.961,0,0,29.959,0,30.33,5_47,22.1107272727273
0,63.906,60.2969,43.0867,77.5447,70.6734,29.9973,0,60.2969,0,66.0645,5_48,42.8969454545455
0,137.69335,125.83975,48.462,136.88435,90.87665,49.39265,0,125.72875,0,89.228,5_49,73.1005
0,17.6327,1.635,2.3044,17.2277,5.601,0,0,2.477,0,18.5917,5_50,5.95177272727273
84.6042,170.49525,10.938,103.1244,180.02225,99.1198,87.3502,88.6422,15.919,80.6592,64.7889,5_51,89.6057636363636
13.73,63.20234,0,49.03234,68.01534,13.73,12.921,13.73,0,13.73,43.65334,5_52,26.5222145454545
90.14495,69.2317,61.28455,71.5748,73.6537,69.1942,83.47395,85.42095,82.29965,89.73995,43.7459,5_53,74.5240272727273
34.7923,43.3813,33.4514,42.9629,51.6728,42.7813,30.3926,38.4128,35.5438,41.9883,30.3508,5_54,38.7027545454545
0,0,91.9541,90.6911,0,0,12.4603,0,39.7364,18.7333,41.4791,5_55,26.8231181818182
62.93045,62.27345,95.92705,100.9783,61.69145,59.01245,101.3345,60.35745,69.74165,69.05915,87.57035,5_56,75.5342045454545
72.7785,65.9615,60.1773,41.48549,75.2145,62.9485,26.1335,72.5545,15.71573,30.07749,58.99884,5_57,52.9132590909091
49.4924,29.0174,5.108,24.8257,29.0174,27.3764,39.0867,44.1374,0,2.485,48.6214,5_58,27.1970727272727
32.781,43.33,31.7296,48.194,44.561,42.666,12.566,31.799,12.8806,20.4946,18.9656,5_59,30.9061272727273
109.2652,21.9012,58.0272,70.1775,22.0932,19.1172,62.739,111.5282,63.5432,58.6522,65.5312,5_60,60.2341181818182
103.5437,95.6257,81.2033,107.5407,105.6507,98.487,93.7907,101.7937,78.614,74.005,39.4,5_61,89.0595
75.775,28.3654,51.1826,41.6,50.5579,26.4266,55.811,72,81.207,37.921,52.0411,5_62,52.0806909090909
39.2923,19.499,61.731,18.523,20.053,55.3743,56.0093,36.8713,36.7613,30.305,30.2173,5_63,36.7851636363636
113.3512,55.181,43.6167,42.8977,57.9708,40.8177,43.7677,103.5092,107.745,32.6799,30.2349,5_64,61.0701636363636
66.4983,54.77365,59.1926,54.5143,54.2646,51.0703,51.3176,59.2583,65.4886,18.4246,44.85645,5_65,52.6963
2.28,0,0,2.28,0,2.28,0,2.28,0,0,0,5_66,0.829090909090909
22.8292,25.4111,18.1532,27.2892,17.949,21.3142,21.2502,22.5046,16.7932,17.4295,7.518,5_67,19.8583090909091
55.5693,50.1773,50.9793,50.9653,31.489,46.2923,51.8573,52.6753,50.6193,44.35335,42.03405,5_68,47.9101636363636
69.9503,50.7043,73.296,44.394,72.316,68.343,78.447,67.2483,76.982,66.675,61.459,5_69,66.3468090909091
45.348,17.805,52.827,40.001,28.057,17.805,5.699,36.017,59.033,34.618,20.708,5_70,32.538
43.9817,80.71,81.7134,48.1753,51.3703,76.867,60.586,39.2937,77.4144,59.323,88.2354,5_71,64.3336545454546
61.422,31.27775,70.96625,48.58635,50.67575,43.98975,64.78109,55.076,74.75725,69.81609,72.65625,5_72,58.5458663636364
26.201,17.785,24.234,23.668,25.166,24.046,27.552,24.494,26.377,28.778,28.279,5_73,25.1436363636364
0,2.399,4.459,2.5491,2.5491,2.5491,2.539,2.28,2.46,2.5491,1.23,5_74,2.32394545454545
44.859,57.4152,39.544,37.573,53.795,42.712,32.798,42.288,39.012,53.2852,36.537,5_75,43.6198545454545
68.558,27.35,49.518,39.959,67.375,46.565,34.112,57.584,50.907,50.6,75.091,5_76,51.6017272727273
47.3957,81.6224,68.1704,82.7909,44.213,56.0365,79.7734,42.3337,65.9219,78.5259,48.7557,5_77,63.2308636363636
28.71,61.6426,45.137,63.1136,47.7676,24.914,57.6066,24.568,40.462,46.3016,30.581,5_78,42.8003636363636
69.656,58.6853,82.0895,59.5143,45.381,35.66,55.3248,61.294,82.352,65.7285,33.3185,5_79,59.0003545454545
19.0258,11.1308,16.593,17.78,21.8848,14.1708,16.802,19.2338,16.593,15.9808,10.327,5_80,16.3201636363636
70.0792,18.8229,82.3614,28.886,71.5124,27.1479,63.1759,73.6472,75.3909,29.755,29.6374,5_81,51.8560181818182
4.4989,4.337,25.2129,19.8529,40.8486,39.5206,18.3199,4.4989,24.13,21.446,32.176,5_82,21.3492454545455
32.5434,90.1929,73.306,68.4006,56.5719,71.9179,76.4365,29.6724,93.2704,92.2937,75.9287,5_83,69.1394909090909
94.4471,119.4474,135.7825,85.9964,161.8925,113.7233,120.3909,84.4721,102.6533,102.2158,73.3962,5_84,108.583409090909
42.3623,40.5053,28.056,39.4863,26.1913,41.2633,34.7303,41.4363,18.0493,31.0653,42.913,5_85,35.0962454545455
53.5052,25.406,91.3545,65.9195,62.0312,74.1705,60.496,50.3072,24.693,19.9622,79.5677,5_86,55.2193636363636
58.8434,66.1784,61.4344,36.9954,40.5414,52.8564,59.6069,56.7984,55.8724,8.472,49.065,5_87,49.6967363636364
43.1582,33.737,57.9794,75.8705,52.252,53.716,56.942,35.6572,91.0921,90.1731,43.726,5_88,57.6639545454545
86.8197,69.42,78.9107,83.8067,85.7831,31.398,82.7717,80.0654,82.3354,96.8353,71.388,5_89,77.2303636363636
189.3596,176.91975,153.0908,189.1781,67.608,155.83935,168.03205,173.3257,62.3316,135.05845,133.678,5_90,145.856490909091
398.35565,444.112,335.86134,310.27005,328.74215,286.69905,422.3464,340.53889,1.23,346.38705,341.1493,5_91,323.244716363636
364.2506,244.1357,308.782,342.3734,433.9644,415.037,309.0485,243.0197,0,433.8074,224.0214,5_92,301.676372727273
187.2065,447.2077,295.7727,433.7376,355.4235,328.4445,371.4997,446.065,402.6996,347.0825,257.2937,5_93,352.039363636364
90.68474,192.1898,116.196,107.052,136.2979,119.0045,122.9344,171.26304,192.8588,135.5059,162.1764,5_94,140.560316363636
141.5024,24.646,96.5064,61.0892,156.0194,131.8274,11.797,61.4714,23.676,154.5674,126.4594,5_95,89.9601818181818
86.748,49.6234,94.6688,31.8324,145.8224,129.8104,47.6234,64.3128,38.083,152.7124,60.801,5_96,82.0034545454545
178.37394,345.0685,241.40344,232.41164,196.89364,188.44464,334.9565,139.85694,254.9677,200.24464,204.5547,5_97,228.834207272727
0,7.102,3.3873,0,2.0893,0.7293,7.102,7.1964,0,0.7293,3.9841,5_98,2.93815454545455
0,0,2.7959,0,0,0,0,14.3297,0,0,12.6787,5_99,2.70948181818182
0,4.345,4.849,0,23.9835,17.6975,4.345,29.428,31.599,31.5315,25.917,5_100,15.7905
201.05974,198.1194,146.7508,216.5406,243.3209,219.8549,165.2351,241.6436,156.45764,251.1509,120.3661,5_101,196.409061818182
16.176,17.404,20.8649,16.361,32.045,31.762,11.724,15.0029,0,34.043,0.282,5_102,17.7877090909091
0,39.5488,0.421,14.38,80.9172,72.4419,42.9044,2.105,0,85.5159,35.45,5_103,33.9712909090909
0,0,0,37.0295,58.4,49.585,30.4383,0,0,66.505,33.1449,5_104,25.0093363636364
0.0615,77.50794,0,77.89748,125.58508,111.98108,102.12534,0,7.105,143.21308,139.65514,5_105,71.3756036363636
466.5609,473.22245,487.0392,420.70525,473.48045,457.30945,317.26425,319.48095,461.4984,492.36945,452.71895,5_106,438.331790909091
141.8376,303.6701,194.3167,13.9776,47.6878,43.6984,239.5392,187.42,9.3525,300.5355,297.2441,5_107,161.752681818182
129.8553,275.49795,198.8216,114.73074,277.6103,270.5553,185.35524,199.60655,1.642,286.58195,280.56045,5_108,201.892489090909
431.1904,541.30247,491.37005,472.32822,492.27655,392.70315,591.81972,403.82112,432.51015,540.84522,465.29655,5_109,477.769418181818
204.1047,93.7467,118.6779,94.6744,92.6057,101.1693,83.0959,74.4693,199.6057,95.9987,96.6007,5_110,114.068090909091
92.16,36.291,36.5675,25.1,42.562,29.645,55.219,66.384,91.452,38.498,85.1135,5_111,54.4538181818182
286.9496,12.47,209.6157,183.6891,10.621,96.2066,121.7156,175.3961,275.4456,11.711,117.5215,5_112,136.485618181818
308.08085,584.34564,422.01454,379.00064,610.28574,499.8817,495.76389,277.82589,425.03549,605.28534,458.32004,5_113,460.530887272727
39.7849,80.4071,47.4249,71.7143,76.6231,43.8159,63.6939,42.9969,78.0008,83.1141,74.1352,5_114,63.7919181818182
578.2355,515.6803,416.60109,603.8924,540.9405,461.2199,537.3175,356.2458,405.61219,537.9325,581.1375,5_115,503.165016363636
306.87384,166.49,236.45734,240.6457,185.115,178.98884,218.3259,246.08504,232.66634,188.286,197.1337,5_116,217.915245454545
77.84,73.018,81.718,74.939,75.932,55.844,23.952,57.134,80.59,79.772,50.732,5_117,66.4973636363636
19.449,0,10.967,10.967,0,7.109,21.814,9.049,12.584,0,13.406,5_118,9.57681818181818
14.499,0,6.366,7.298,0,0.653,17.307,0.653,7.298,0,17.727,5_119,6.52736363636364
7.133,28.1482,26.3632,22.5112,39.8312,23.6314,24.1648,5.8691,20.1322,32.1112,23.3691,5_120,23.0240545454545
0,98.2195,77.9181,44.409,99.7129,28.925,79.5482,55.1631,71.9361,105.3755,81.1331,5_121,67.4855
31.08,962.98775,582.0225,767.2478,766.78445,600.76645,710.10625,618.9871,583.3249,971.30115,827.3341,5_122,674.722040909091
131.2156,81.5688,113.7905,100.669,141.0174,82.7949,59.8213,90.7986,105.3265,106.0269,92.2562,5_123,100.480518181818
78.1496,47.7933,0,31.3907,77.1269,74.7102,0,65.9329,0,69.3455,49.404,5_124,44.8957363636364
91.3816,38.945,0,55.332,52.025,37.996,0,75.68535,0,77.09875,69.09875,5_125,45.23295
71.24,40.5223,0,52.7953,55.428,44.676,0,58.314,0,61.6378,63.1505,5_126,40.7058090909091
12.6389,64.46382,0,122.95212,15.5769,13.8429,0,15.1419,0.421,115.0907,106.5297,5_127,42.4234490909091
73.68874,50.9304,63.72174,85.7144,19.897,33.6781,83.8655,21.271,71.25674,30.41634,56.974,5_128,53.7649054545455
12.463,35.1663,37.29829,48.75029,49.45679,26.35749,47.88679,12.463,11.616,23.9165,47.58729,5_129,32.0874309090909
109.4403,72.681,75.2663,67.216,76.4913,55.1958,25.491,87.714,110.7263,55.863,55.5988,5_130,71.9712545454545
54.191,59.667,57.781,3.931,47.106,48.759,12.583,44.48,52.348,50.089,49.473,5_131,43.6734545454545
78.8036,85.0511,48.329,67.7583,32.7562,67.2965,13.34,76.0961,78.9716,73.2413,62.332,5_132,62.1796090909091
59.7973,19.3721,24.2751,22.1861,14.8341,9.58711,19.952,54.3373,49.7463,20.2231,19.6891,5_133,28.5454190909091
64.5547,72.4127,79.863,68.1467,71.1117,55.9257,77.361,71.0027,55.6337,61.3667,69.2587,5_134,67.8761181818182
88.005,94.033,56.194,76.7426,60.541,39.7036,33.2406,59.388,81.361,51.5234,103.2196,5_135,67.6319818181818
46.4847,38.1881,37.5721,90.17334,93.96474,19.332,48.1141,77.80874,46.8927,39.6841,33.6855,5_136,51.99092
106.8875,152.45925,0,100.9065,86.2021,127.56485,82.9034,51.2057,112.4919,152.15815,130.47055,5_137,100.295445454545
28.268,24.9694,0,20.0354,48.613,55.395,36.94,0,25.92,63.444,53.028,5_138,32.4193454545455
107.9908,132.7913,63.6725,76.6196,85.4233,99.2454,89.5908,71.426,103.0109,91.6862,91.6574,5_139,92.1012909090909
67.0431,17.495,41.623,53.795,67.4431,42.725,40.335,14.559,64.0171,60.9601,3.2,5_140,43.0177636363636
40.5028,49.3257,31.58,26.551,51.271,26.59,52.039,41.0927,45.1758,64.366,30.526,5_141,41.7290909090909
40.3685,139.469,104.2875,26.1035,39.6125,32.6115,146.028,149.453,42.0975,127.284,114.5335,5_142,87.4407727272727
0.421,120.6583,106.5103,104.6681,99.7428,95.0471,120.574,88.3405,0.421,107.1708,115.3395,5_143,87.1721272727273
81.8105,186.3015,140.8082,213.56449,189.98314,84.67784,101.16564,176.06375,80.9685,199.0324,177.42634,5_144,148.345663636364
276.0716,172.7424,0,246.5218,155.7327,41.9874,177.4319,191.0215,268.9565,185.3839,208.2777,5_145,174.920672727273
126.8183,175.37175,0,114.6991,133.1536,0,165.70025,103.2142,118.8753,189.25785,88.6559,5_146,110.522386363636
100.2188,85.8242,0,71.7928,74.4438,5.772,152.8729,117.5362,92.9198,104.9956,66.8462,5_147,79.3838454545455
88.7164,37.307,83.6454,82.7237,77.2312,37.98,32.848,10.8903,85.5044,55.4948,15.0938,5_148,55.2213636363636
66.0362,6.871,115.8249,92.4632,115.4032,108.7492,107.629,122.016,64.0242,114.1189,101.7095,5_149,92.2586636363636
3.302,0,5.823,3.302,3.302,3.302,8.211,5.823,3.302,2.493,1.263,5_150,3.64754545454545
3.349,0,1.926,3.77,3.349,3.349,2.735,1.505,4.709,3.349,3.77,5_151,2.89190909090909
89.1748,31.7628,67.46655,88.7088,71.167,84.0018,50.98586,53.65475,86.5848,83.32775,93.4758,5_152,72.7555190909091
18.59,1.268,0.124,2.418,10.705,2.418,0.935,0.421,13.942,20.196,33.533,5_153,9.50454545454545
56.6885,10.775,3.868,12.502,8.093,11.239,8.28,18.4195,54.7105,56.9965,26.5945,5_154,24.3787727272727
64.408,27.608,62.777,48.869,53.8479,35.96,47.5261,36.931,62.841,49.1731,37.6291,5_155,47.9609272727273
152.26535,34.513,132.4401,36.39475,102.032,36.884,120.9513,124.1302,142.60935,32.233,97.3664,5_156,91.9835863636364
17.277,0,7.396,0,0,0,9.303,11.472,12.657,0,5.851,5_157,5.81418181818182
6.61,0,13.4348,0,0,0,27.713,30.238,6.61,0,20.9078,5_158,9.59214545454545
11.821,6.919,16.009,0,0,0,6.991,7.008,14.79,6.919,8.895,5_159,7.21381818181818
29.8329,74.7294,51.5031,56.2554,56.6209,55.2782,42.9258,50.1758,28.8256,67.4881,50.1488,5_160,51.2530909090909
40.7659,141.562,96.4214,113.7389,150.662,138.2921,54.5839,52.297,66.1843,152.037,67.036,5_161,97.5982272727273
37.0486,48.202,10.841,31.989,51.769,42.956,8.412,32.8366,44.6516,51.652,41.8096,5_162,36.5606727272727
77.9926,34.354,51.1306,35.0416,31.473,33.386,29.7946,66.5586,46.3266,33.807,29.931,5_163,42.7086909090909
86.4621,136.4519,100.6876,81.13175,140.8559,129.7064,90.62475,0,98.6998,136.2199,98.55445,5_164,99.9449590909091
124.40674,117.53724,111.47324,103.85674,119.65924,119.06724,113.36974,1.13,66.11534,121.61024,71.23734,5_165,97.2239181818182
118.48335,177.13585,129.61075,103.67565,187.87519,144.14574,107.90535,130.99925,116.2335,96.8566,128.60075,5_166,131.047452727273
73.3146,96.4184,77.3026,71.0545,101.0454,33.5155,67.7616,58.6866,78.6696,46.6576,40.271,5_167,67.6997636363636
250.539,124.34761,169.636,252.2687,74.3653,229.7735,238.9384,111.4423,157.4735,141.561,146.90756,5_168,172.477533636364
109.3631,82.1733,0,58.461,83.4753,99.5731,74.8962,88.8791,0,56.436,34.528,5_169,62.5259181818182
164.1093,104.6283,40.952,74.034,106.7603,117.5053,81.5009,121.7868,36.297,80.357,57.496,5_170,89.5842636363636
42.7228,43.4778,0,84.984,51.1158,39.4248,62.2526,62.9476,0,85.1675,48.257,5_171,47.3045363636364
67.8733,50.0853,37.6851,64.9437,57.5203,63.7063,44.1976,35.8103,42.1091,70.8751,43.9431,5_172,52.6135636363636
103.956,106.2133,101.498,100.7095,111.4353,99.016,86.7386,10.6185,107.456,94.185,94.3715,5_173,92.3816090909091
82.846,87.0621,69.727,78.149,110.4352,75.851,78.511,90.6217,73.165,122.5051,114.6051,5_174,89.4071090909091
46.47265,0,45.04265,44.36765,31.1702,43.50065,46.05165,38.80625,44.69165,26.3804,32.5202,5_175,36.2730863636364
56.2574,0.421,122.3924,57.3394,76.0059,54.1254,113.7694,41.384,125.3364,31.217,75.4079,5_176,68.5142
56.98375,55.47275,84.47,57.04675,113.7407,55.61375,51.0961,55.66675,60.9111,58.6353,112.8797,5_177,69.3196954545455
78.9887,75.8974,52.188,66.34,119.9231,63.5874,5.077,71.0229,0,85.427,118.9931,5_178,67.0404181818182
80.265,54.33,0,101.2421,61.713,55.773,95.7981,69.311,0,72.224,72.6656,5_179,60.3019818181818
125.4005,129.21705,0,94.8264,133.66865,112.1397,90.8844,12.257,0,121.9373,94.6777,5_180,83.1826090909091
48.14565,31.7705,20.2057,14.824,32.7205,38.82865,40.45365,0,19.3637,0,19.8685,5_181,24.1982590909091
107.852,114.4102,94.31715,118.2711,120.757,78.9677,46.6933,0,92.07215,0,100.7815,5_182,79.4656454545455
67.1792,56.467,71.0162,35.9572,58.432,49.4612,37.1632,0,71.1262,12.026,64.7092,5_183,47.5943090909091
87.6238,62.4292,58.4431,22.8685,61.4762,16.4475,74.427,0,59.5459,70.2256,65.9766,5_184,52.6784909090909
74.7014,45.2967,105.4634,67.4664,47.8707,66.8084,72.1404,40.4387,97.7485,70.9448,71.7653,5_185,69.1495181818182
45.7317,46.9335,48.0817,28.125,49.5515,26.902,9.3425,23.7124,45.0677,0,0,5_186,29.4043636363636
22.319,39.809,35.57,35.328,39.21,32.925,26.0014,35.536,39.377,17.9044,20.2614,5_187,31.2946545454545
29.579,30.0063,15.2493,33.40605,29.7093,31.80305,27.4653,12.7853,13.4843,31.975,30.893,5_188,26.0323545454545
55.9158,74.7318,63.29605,81.52675,76.8128,69.6828,59.54775,79.36455,62.86505,50.4963,50.2493,5_189,65.8626318181818
0,117.2323,37.288,33.1405,115.0663,111.8263,56.665,54.985,36.111,74.465,75.475,5_190,64.7504
2,169.1061,155.84574,113.09404,175.8681,163.7551,117.7771,121.4769,158.33894,76.74434,77.43534,5_191,121.040154545455
72.411,112.185,86.1725,101.8255,111.919,102.542,73.868,69.991,91.2725,90.7585,97.6465,5_192,91.8719545454545
104.9539,91.5479,119.6299,98.9043,102.9119,94.7339,94.2184,88.8952,98.8629,68.4629,100.7119,5_193,96.7121
49.9247,66.0631,41.2821,46.089,70.1551,63.5971,29.945,48.7137,39.0124,49.9415,72.7161,5_194,52.4945272727273
116.51055,135.2853,55.4629,127.39775,144.037,132.7213,126.90565,63.9995,63.175,38.186,144.0798,5_195,104.341886363636
59.86884,70.9895,107.3285,27.254,133.51884,121.70884,50.7105,91.2655,104.6705,80.1855,93.2635,5_196,85.5240018181818
56.0043,0,117.8949,98.7934,169.8751,154.1543,0,103.0532,79.6083,129.0865,122.8975,5_197,93.7606818181818
49.0073,0,33.7668,37.9632,55.9035,50.3442,0,42.6656,48.0366,56.2183,58.4483,5_198,39.3048909090909
48.273,0,58.4248,65.2169,64.2588,55.2168,0,45.5648,31.7179,53.584,46.359,5_199,42.6014545454545
56.3172,0,56.637,64.4738,79.857,75.505,0,56.1362,37.596,63.409,61.698,5_200,50.1481090909091
46.2562,0,25.09345,41.58145,39.3612,40.8142,0,48.7982,44.766,34.64645,34.60545,5_201,32.3566
22.2111,0,16.9398,15.5578,36.7838,37.1098,0,13.4715,22.2111,18.3441,19.7041,5_202,18.3939181818182
3.127,0,0,4.237,13.542,10.822,0,0,3.127,3.127,3.127,5_203,3.73718181818182
134.8951,0,146.3637,103.7209,146.3504,73.0154,0,107.5969,137.6651,121.5235,150.2411,5_204,101.942918181818
115.131,0,124.20905,134.37985,150.2367,133.48125,102.96485,139.82005,117.463,135.048,121.1927,5_205,115.811495454545
68.09645,1.263,63.86145,57.8284,53.8625,64.052,51.96855,47.3184,62.99945,48.3481,64.18255,5_206,53.0709863636364
68.11924,0,79.5455,102.83754,86.04318,56.47598,59.29994,14.459,65.07524,72.89244,102.88454,5_207,64.3302363636364
48.849,0,4.929,63.95,5.59,41.53134,5.961,39.83134,46.609,31.83234,31.547,5_208,29.1481836363636
26.7861,0,9.162,18.9911,28.0601,16.8175,28.9281,14.693,24.2311,18.5555,22.413,5_209,18.9670454545455
90.8912,0.842,48.3676,64.21209,121.18399,42.1861,115.22229,69.4541,96.8843,87.95299,86.29019,5_210,74.8624409090909
52.578,42.9692,26.0982,20.578,42.513,41.7542,29.887,40.503,50.3,19.7002,35.283,5_211,36.5603454545455
33.1739,41.6353,47.3063,28.2669,43.7739,35.9073,53.0312,49.7076,31.9029,49.0114,58.345,5_212,42.9147
107.3027,64.8519,31.365,58.3156,60.9425,36.6772,62.1785,86.8605,103.3412,116.1187,77.2843,5_213,73.2034636363636
33.5948,21.6481,45.0969,21.0741,27.1711,42.7654,25.926,22.8731,32.5048,25.7132,34.5316,5_214,30.2635545454545
94.27365,96.49985,60.74089,37.4283,81.0695,56.53159,40.5677,36.9945,94.87725,73.07985,66.4814,5_215,67.1404072727273
26.3269,54.7721,66.109,69.3558,35.3768,64.486,34.4509,16.334,28.0449,57.734,38.4109,5_216,44.6728454545455
63.6587,82.4977,57.2337,83.1145,90.3779,52.6477,74.5899,13.973,69.5487,48.5338,114.6595,5_217,68.2577363636364
176.00434,106.39134,50.6961,171.19644,72.0601,49.4581,155.10534,26.237,170.21034,89.612,50.59,5_218,101.596463636364
105.0538,74.252,60.8215,85.3495,65.722,44.813,97.838,51.4065,102.4738,88.6154,86.4348,5_219,78.4345727272727
118.4662,107.64184,67.21034,92.4691,57.8981,99.68684,81.78834,96.6392,110.2152,116.42734,109.21734,5_220,96.1508945454545
106.9339,76.4695,78.834,76.2945,76.9845,71.6708,70.8755,92.6609,60.041,95.6775,95.2125,5_221,81.9686
133.74149,134.90209,125.41144,78.74065,144.5363,122.97709,65.29094,37.93324,110.56249,132.8387,129.1487,5_222,110.553011818182
48.0284,71.609,45.8147,49.7257,63.1202,67.491,45.9517,51.0317,68.0152,13.625,11.74,5_223,48.7411454545455
0,75.4603,37.6385,75.09,69.022,74.032,67.889,74.67,38.832,0,0,5_224,46.6030727272727
76.6793,109.781,108.1048,82.31139,90.0162,105.7582,88.7444,80.8066,109.398,100.014,93.756,5_225,95.0336263636364
105.16675,134.5972,95.7072,160.9461,155.56745,130.3512,161.8348,187.7932,163.3808,137.7199,129.5199,5_226,142.053136363636
